dataset_id,method,family,claim_gate,metric,value,base_boundary,base_margin,n_definition,analysis_role,boundary_shift,sensitivity_boundary,component_pass
paul15,PCA,factor,continuum_gate,pseudotime_rank_corr,0.3527428232,0.45,-0.09725717684,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,PCA,factor,continuum_gate,pseudotime_neighborhood_retention,0.6496560827,0.5,0.1496560827,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
paul15,GLM-PCA,factor,continuum_gate,pseudotime_rank_corr,0.3956826811,0.45,-0.05431731892,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,GLM-PCA,factor,continuum_gate,pseudotime_neighborhood_retention,0.599412757,0.5,0.09941275696,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
paul15,scScope,deep,continuum_gate,pseudotime_rank_corr,0.2089017963,0.45,-0.2410982037,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,scScope,deep,continuum_gate,pseudotime_neighborhood_retention,0.6215311644,0.5,0.1215311644,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
paul15,SAUCIE,deep,continuum_gate,pseudotime_rank_corr,0.2447677594,0.45,-0.2052322406,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,SAUCIE,deep,continuum_gate,pseudotime_neighborhood_retention,0.6215970687,0.5,0.1215970687,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
paul15,UMAP,graph,continuum_gate,pseudotime_rank_corr,0.2633497967,0.45,-0.1866502033,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,UMAP,graph,continuum_gate,pseudotime_neighborhood_retention,0.814171603,0.5,0.314171603,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
paul15,PHATE,graph,continuum_gate,pseudotime_rank_corr,0.2946305075,0.45,-0.1553694925,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,PHATE,graph,continuum_gate,pseudotime_neighborhood_retention,0.8171927899,0.5,0.3171927899,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
paul15,t-SNE,relational,continuum_gate,pseudotime_rank_corr,0.2284387832,0.45,-0.2215612168,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.4,False
paul15,t-SNE,relational,continuum_gate,pseudotime_neighborhood_retention,0.7887999787,0.5,0.2887999787,one method-dataset diagnostic component; cells or sampled pairs compute the component and are not independent replicates,prespecified-boundary sensitivity analysis,-0.05,0.45,True
